DELTA_FT7,DELTA_FT8,DELTA_T7,DELTA_T8,DELTA_TP7,DELTA_TP8,DELTA_CP1,DELTA_CP2,DELTA_P1,DELTA_PZ,DELTA_P2,DELTA_PO3,DELTA_POZ,DELTA_PO4,DELTA_O1,DELTA_OZ,DELTA_O2,TETHA_FT7,TETHA_FT8,TETHA_T7,TETHA_T8,TETHA_TP7,TETHA_TP8,TETHA_CP1,TETHA_CP2,TETHA_P1,TETHA_PZ,TETHA_P2,TETHA_PO3,TETHA_POZ,TETHA_PO4,TETHA_O1,TETHA_OZ,TETHA_O2,ALPHA_FT7, ALPHA_FT8,ALPHA_T7,ALPHA_T8,ALPHA_TP7,ALPHA_TP8,ALPHA_CP1,ALPHA_CP2,ALPHA_P1,ALPHA_PZ,ALPHA_P2,ALPHA_PO3,ALPHA_POZ,ALPHA_PO4,ALPHA_O1,ALPHA_OZ,ALPHA_O2,BETA_FT7, BETA_FT8,BETA_T7,BETA_T8,BETA_TP7,BETA_TP8,BETA_CP1,BETA_CP2,BETA_P1,BETA_PZ,BETA_P2,BETA_PO3,BETA_POZ,BETA_PO4,BETA_O1,BETA_OZ,BETA_O2,GAMMA_FT7, GAMMA_FT8,GAMMA_T7,GAMMA_T8,GAMMA_TP7,GAMMA_TP8,GAMMA_CP1,GAMMA_CP2,GAMMA_P1,GAMMA_PZ,GAMMA_P2,GAMMA_PO3,GAMMA_POZ,GAMMA_PO4,GAMMA_O1,GAMMA_OZ,GAMMA_O2,percol,label
1816200,2168200,1163300,1257900,810170,707920,66431,99690,69133,140780,100480,525330,324020,444650,573740,577510,448570,234000,224020,189190,187880,168880,154210,18766,35410,19494,42780,36001,119320,79598,109380,125690,134140,109680,136540,145410,137760,131090,107110,128820,22915,37472,23823,30432,38154,73277,47924,84588,76995,80540,84820,68338,34653,101920,41054,35158,29119,4916.4,11150,5163.7,7804.4,11366,25164,16333,30302,25623,22539,30565,58492,14826,98626,24633,18432,11033,1002.7,1500.3,1048.4,1662.5,1478.9,11593,6079.3,16054,12086,6537.8,16266,0.1479,0
1816600,2169300,1163600,1258300,810330,707950,66456,99680,69158,140820,100470,525410,324090,444710,573810,577550,448620,234040,224060,189240,187930,168920,154240,18761,35411,19488,42765,36002,119300,79578,109380,125660,134100,109680,136570,145480,137770,131140,107100,128850,22925,37483,23834,30437,38166,73265,47922,84574,76982,80535,84806,68350,34655,101940,41049,35158,29125,4916.9,11152,5164.1,7803.8,11368,25159,16328,30282,25619,22540,30545,58520,14826,98622,24629,18426,11032,1002.9,1500.4,1048.5,1661.8,1478.8,11584,6075.6,16031,12076,6535.4,16243,0.13607,0
1815200,2168000,1163100,1257900,810100,707700,66422,99602,69120,140700,100390,525180,323980,444570,573550,577320,448480,234050,224170,189260,188050,168900,154290,18753,35405,19479,42746,35997,119270,79565,109390,125630,134070,109690,136620,145550,137820,131190,107110,128870,22926,37499,23834,30434,38182,73250,47911,84562,76970,80533,84794,68251,34641,101860,41020,35140,29110,4916.2,11150,5163.4,7802.3,11366,25136,16319,30248,25596,22534,30509,58381,14816,98484,24612,18395,11021,1002,1499.7,1047.6,1659.8,1478.1,11554,6066.9,15990,12044,6527,16202,0.13696,0
1813300,2166600,1162000,1257400,809150,707290,66377,99566,69072,140560,100350,524500,323680,444160,572790,576600,448060,234060,224230,189320,188150,168920,154300,18745,35395,19470,42728,35987,119230,79543,109360,125590,134020,109660,136680,145600,137880,131230,107160,128920,22927,37504,23835,30431,38187,73249,47908,84571,76972,80540,84803,68180,34628,101800,40991,35122,29093,4915.6,11150,5162.7,7801.3,11366,25119,16311,30214,25577,22529,30475,58279,14805,98368,24593,18364,11013,1001.2,1499.3,1046.7,1658,1477.6,11530,6058,15954,12017,6520,16165,0.15107,0
1812200,2164500,1161400,1256600,808570,706850,66351,99556,69043,140490,100350,524130,323550,443950,572370,576210,447850,234090,224320,189400,188240,168950,154300,18741,35391,19467,42717,35983,119210,79525,109340,125570,133990,109640,136720,145630,137910,131250,107190,128980,22926,37509,23835,30431,38190,73256,47914,84593,76981,80552,84826,68119,34620,101770,40970,35109,29081,4914.8,11149,5161.9,7802,11365,25107,16308,30189,25565,22529,30450,58174,14797,98273,24584,18329,11008,1000.4,1498.7,1045.9,1656.4,1476.9,11508,6050.5,15924,11993,6513.2,16134,0.15823,0
1811400,2162500,1160900,1255400,808060,706280,66324,99589,69014,140460,100380,523800,323460,443750,572010,575860,447650,233970,224230,189350,188200,168960,154280,18736,35386,19462,42717,35978,119200,79523,109350,125550,133980,109650,136720,145610,137890,131220,107190,129010,22927,37510,23836,30428,38190,73263,47909,84602,76988,80557,84834,68083,34623,101760,40961,35094,29075,4913.5,11149,5160.4,7800.4,11365,25093,16299,30173,25551,22525,30433,58105,14796,98218,24580,18302,11006,999.85,1498.4,1045.3,1655.3,1476.6,11492,6043.8,15904,11977,6509.3,16114,0.16078,0
1811500,2162200,1160900,1255000,808050,706180,66304,99588,68994,140420,100380,523790,323470,443720,572000,575880,447620,233940,224220,189360,188180,169000,154270,18735,35373,19462,42728,35964,119200,79524,109340,125560,133980,109640,136770,145590,137910,131210,107220,129030,22923,37514,23831,30423,38195,73276,47906,84607,77004,80571,84838,68060,34623,101740,40955,35081,29071,4911.7,11148,5158.6,7798.9,11363,25084,16294,30164,25543,22521,30423,58070,14791,98192,24577,18288,11004,999.47,1498.2,1044.8,1654.7,1476.4,11484,6040.2,15893,11969,6507.3,16103,0.15836,0
2251100,2208500,1259100,1179400,1067300,958440,471990,307240,490880,382000,310990,978030,2579900,970010,1189300,15849000,996100,389180,242550,318300,186080,298420,197290,42354,47111,43892,50667,47360,235030,151240,205370,265890,583450,207100,157770,155360,157100,147440,128650,143630,27844,38268,28849,39875,38581,137560,105890,146610,138940,199010,147200,55760,34142,79929,35567,32414,33182,6097.5,10123,6393.5,11344,10253,45299,35121,53999,45808,41246,54396,41307,15325,75228,17931,10425,10530,1386.9,2219.9,1385.4,4026.6,2266.1,46568,24505,57456,49034,25207,58325,0.15794,0
2251000,2209300,1258800,1180300,1067300,958130,472320,307360,491230,382200,311120,978210,2581900,970260,1189500,15863000,996370,389040,242580,318190,186090,298270,197230,42341,47077,43881,50627,47330,234890,151120,205180,265760,583590,206910,157770,155360,157090,147430,128660,143680,27851,38271,28856,39873,38584,137630,105940,146660,139010,199130,147250,55781,34151,79934,35574,32420,33188,6099.7,10126,6396.1,11349,10256,45324,35141,54026,45832,41261,54422,41327,15331,75236,17934,10430,10530,1387.5,2220.9,1385.8,4029.6,2267.1,46607,24526,57502,49076,25224,58373,0.16021,0
2251200,2211100,1258200,1181200,1066900,957770,473060,307530,492000,382480,311290,978060,2585600,970460,1189500,15892000,996620,388590,242620,317840,186100,298080,197220,42339,47029,43883,50579,47284,234800,151030,205070,265710,584150,206810,157790,155370,157080,147440,128660,143760,27848,38273,28854,39877,38584,137740,106020,146770,139110,199350,147360,55808,34165,79918,35582,32430,33200,6101.7,10131,6398.4,11358,10261,45373,35180,54081,45879,41294,54478,41372,15346,75244,17937,10442,10533,1388.6,2222.7,1386.9,4035.4,2268.9,46690,24568,57600,49164,25264,58473,0.16683,0
